Periodo;Juicios iniciados por personas trabajadoras en unidades productivas, notificados en el mes de referencia (1);Juicios iniciados por personas trabajadoras en casas particulares, notificados en el mes de referencia (2);Total de juicios notificados en el mes de referencia (3);Sentencias dictadas en el mes de referencia (4);Stock acumulado de juicios sin resolver (5);;Unidades Productivas ;Sin personas trabajadoras declaradas;1;2;3-may;6-oct;nov-25;26-40;41-50 ;51-100;101-500;501-1500 ;1501-2500;2501-5000 ;Mas de 5000;Sin datos;Total unidades productivas;Total casas particulares;Total sistema;;Unidades Productivas ;C.A.B.A.;Buenos Aires;Catamarca;Córdoba;Corrientes;Entre Ríos;Jujuy;Mendoza;La Rioja;Salta;San Juan;San Luis;Santa Fe;Sgo. del Estero;Tucumán;Chaco;Chubut;Formosa;Misiones;Neuquén;La Pampa;Río Negro;Santa Cruz;Tierra del Fuego;Sin datos;Total unidades productivas;Total casas particulares;Total sistema;;Unidades Productivas ;Berkley ART;Prevención;Provincia;La Segunda;Interacción;Fed. Patronal;Prod. de Frutas;La Holando;Experta ART.;Victoria;La Meridional;MAPFRE;Galeno;Swiss Medical;Inst. Autarq. E.R.;Asociart;Horizonte;Caja Popular;Latitud Sur;Reconquista;Liderar ART;Caminos Protegidos;Omint;Mutual Petroleros;Mutual Rural;Andina ART;Exxonmobil;Shell;Coop. Port. San Martin;Sgo. del Estero;Municip. Rosario;Autoaseg. Pcia. de Buenos Aires;Total unidades productivas**;Total casas particulares;Total sistema;;Unidades productivas ;Agricultura, ganaderia, caza, silvicultura y pesca;Explotacion de minas y canteras;Industria manufacturera;Suministro de electricidad, gas, vapor y aire acondicionado;Suministro de agua, cloacas, gestion de residuos y recuperacion de materiales y saneamiento publico;Construccion;"Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas";Servicio de transporte y almacenamiento;Servicios de alojamiento y servicios de comida;Informacion y comunicaciones;Intermediacion financiera y servicios de seguros;Servicios inmobiliarios;Servicios profesionales, cientificos y tecnicos;Actividades administrativas y servicios de apoyo;Administracion publica, defensa y seguridad social obligatoria;Enseñanza;Salud humana y servicios sociales;Servicios artisticos, culturales, deportivos y de esparcimiento;Servicios de asociaciones y servicios personales;Servicios de organizaciones y organos extraterritoriales;Sin datos;Total unidades productivas ;Total casas particulares ;Total sistema
oct-20;5869;108;5977;7328;305005;oct-20;;0;106;88;205;277;527;389;143;578;1258;751;221;263;679;384;5869;108;5977;oct-20;;583;1162;2;307;81;135;81;357;1;5;33;211;2337;72;18;9;73;0;95;206;3;81;1;16;0;5869;108;5977;oct-20;;48;1236;1014;661;0;405;48;14;532;2;0;0;602;417;74;586;17;1;6;6;0;0;193;3;0;0;0;0;0;0;4;0;5869;108;5977;oct-20;;177;38;1388;27;123;523;573;527;160;49;47;42;85;288;569;40;130;44;76;3;960;5869;108;5977
nov-20;5698;114;5812;7053;303764;nov-20;;0;106;100;227;308;484;300;153;529;1076;683;224;301;822;385;5698;114;5812;nov-20;;645;1361;2;252;50;168;69;375;4;7;17;198;2113;68;24;10;91;1;54;115;5;51;0;18;0;5698;114;5812;nov-20;;53;1255;1146;610;0;465;62;11;423;3;0;0;515;328;70;537;14;3;7;8;0;0;184;1;0;0;0;0;0;0;3;0;5698;114;5812;nov-20;;179;44;1315;23;88;483;606;450;149;54;46;34;90;301;607;44;116;53;86;7;923;5698;114;5812
dic-20;4815;83;4898;8719;299943;dic-20;;0;90;67;176;247;427;260;147;407;919;587;219;268;678;323;4815;83;4898;dic-20;;585;1332;2;263;20;159;46;360;4;6;29;131;1474;47;18;14;96;3;67;76;1;46;1;35;0;4815;83;4898;dic-20;;42;963;1066;461;0;509;50;5;313;4;0;0;423;328;40;453;5;1;6;3;0;0;135;3;0;0;0;0;0;0;5;0;4815;83;4898;dic-20;;129;25;1065;24;98;418;477;364;147;42;28;43;82;256;524;35;95;42;37;2;882;4815;83;4898
ene-21;269;5;274;707;299510;ene-21;;0;4;2;7;20;22;12;8;19;61;32;18;14;31;19;269;5;274;ene-21;;18;188;1;1;0;4;4;3;0;1;2;16;22;1;0;1;0;1;2;3;0;1;0;0;0;269;5;274;ene-21;;1;17;68;23;0;41;6;2;35;0;0;0;21;22;2;23;0;0;0;1;0;0;7;0;0;0;0;0;0;0;0;0;269;5;274;ene-21;;6;1;67;0;6;27;21;21;8;2;2;2;7;8;23;2;5;2;4;0;55;269;5;274
feb-21;5727;89;5816;6646;298680;feb-21;;0;105;102;215;290;507;365;140;502;1046;692;226;303;851;383;5727;89;5816;feb-21;;941;1101;0;264;27;109;45;516;4;3;18;129;1952;65;39;7;67;4;61;273;8;47;4;43;0;5727;89;5816;feb-21;;84;1155;1216;602;0;435;57;10;382;3;0;0;658;324;40;549;9;3;3;7;0;0;186;4;0;0;0;0;0;0;0;0;5727;89;5816;feb-21;;165;50;1183;28;96;461;570;472;167;57;33;48;72;302;692;40;137;37;89;3;1025;5727;89;5816
mar-21;7654;149;7803;7874;298609;mar-21;;0;147;115;313;388;678;411;165;661;1480;986;289;373;1151;497;7654;149;7803;mar-21;;1456;1714;4;352;32;183;112;556;1;8;32;153;2337;91;44;24;119;2;90;215;10;64;14;41;0;7654;149;7803;mar-21;;79;1417;1800;763;0;653;105;21;554;6;0;0;743;473;65;739;11;3;7;8;0;0;196;5;0;0;0;0;0;0;6;0;7654;149;7803;mar-21;;239;55;1526;39;142;672;762;659;219;59;50;54;117;391;893;58;161;65;122;9;1362;7654;149;7803
abr-21;7088;144;7232;6948;298893;abr-21;;0;134;113;267;315;589;401;183;646;1421;923;269;301;1059;467;7088;144;7232;abr-21;;1104;2018;5;338;39;123;138;494;2;4;34;187;2005;49;25;21;121;3;79;193;6;57;9;34;0;7088;144;7232;abr-21;;101;1303;1487;792;0;556;99;26;642;5;0;0;616;451;43;679;13;7;9;13;0;0;235;1;0;0;0;0;0;0;10;0;7088;144;7232;abr-21;;189;53;1530;32;140;614;725;646;212;60;59;38;103;358;766;62;179;53;84;1;1184;7088;144;7232
may-21;7476;139;7615;7364;299144;may-21;;0;143;104;245;325;633;380;179;646;1492;1049;320;364;1131;465;7476;139;7615;may-21;;1446;2830;1;265;31;67;142;474;1;2;28;156;1637;42;15;8;75;0;76;106;3;36;2;33;0;7476;139;7615;may-21;;67;1236;1856;787;0;681;77;22;679;2;0;0;717;413;30;682;9;3;9;7;0;0;189;1;0;0;0;0;0;0;9;0;7476;139;7615;may-21;;191;72;1530;39;181;628;771;684;179;70;49;45;101;457;858;65;184;54;98;3;1217;7476;139;7615
jun-21;8697;172;8869;9203;298810;jun-21;;0;162;132;323;400;715;450;225;761;1760;1118;401;416;1267;567;8697;172;8869;jun-21;;1691;3033;1;409;35;117;72;527;0;6;37;226;2039;43;28;26;92;1;70;131;15;71;5;22;0;8697;172;8869;jun-21;;107;1524;1891;942;0;771;127;27;892;4;0;0;802;513;42;774;17;2;10;13;0;0;232;2;0;0;0;0;0;0;5;0;8697;172;8869;jun-21;;230;51;1925;36;204;712;901;779;246;90;56;66;103;528;977;62;196;64;138;5;1328;8697;172;8869
jul-21;4701;85;4786;5866;297730;jul-21;;0;80;64;175;212;391;242;108;375;901;588;206;247;785;327;4701;85;4786;jul-21;;1004;1486;2;268;24;65;62;311;3;4;17;152;972;57;15;19;50;3;68;70;1;37;1;10;0;4701;85;4786;jul-21;;53;861;1259;479;0;340;57;8;396;2;0;0;436;286;25;311;6;3;9;11;0;0;157;0;0;0;0;0;0;0;2;0;4701;85;4786;jul-21;;148;31;974;9;89;382;482;386;124;40;32;37;74;270;635;39;111;45;50;2;741;4701;85;4786
ago-21;7838;149;7987;8503;297214;ago-21;;0;129;124;268;354;619;390;190;683;1573;988;360;385;1243;532;7838;149;7987;ago-21;;1401;3163;0;522;31;142;73;661;3;10;34;201;957;58;43;18;144;8;73;190;6;79;2;19;0;7838;149;7987;ago-21;;84;1372;1834;803;0;720;97;15;675;6;0;0;753;486;44;666;18;4;6;12;0;0;231;3;0;0;0;0;0;0;9;0;7838;149;7987;ago-21;;253;78;1607;26;160;660;750;713;233;83;61;59;97;470;955;66;180;58;85;7;1237;7838;149;7987
sep-21;7954;120;8074;9842;295446;sep-21;;0;147;124;269;298;646;405;194;676;1605;983;366;394;1323;524;7954;120;8074;sep-21;;1889;2792;4;479;53;112;97;753;2;8;33;180;852;69;28;11;116;5;91;234;14;85;9;38;0;7954;120;8074;sep-21;;111;1290;2002;689;0;767;89;25;781;5;0;0;775;429;32;644;17;1;5;16;0;0;269;5;0;0;0;0;0;0;2;0;7954;120;8074;sep-21;;290;62;1551;27;166;647;805;701;237;75;45;63;131;477;1022;74;193;61;103;6;1218;7954;120;8074
oct-21;6815;105;6920;8288;294078;oct-21;;0;120;93;230;279;511;354;173;556;1399;881;324;275;1213;407;6815;105;6920;oct-21;;1432;2609;0;500;27;95;55;725;3;6;27;149;545;95;20;8;128;4;51;205;7;73;3;48;0;6815;105;6920;oct-21;;76;1126;1765;526;0;648;105;17;651;5;0;0;658;417;36;540;12;1;6;15;0;0;201;8;0;0;0;0;1;0;1;0;6815;105;6920;oct-21;;177;55;1317;20;154;580;655;644;189;64;46;39;98;429;1015;46;149;52;78;1;1007;6815;105;6920
nov-21;6756;140;6896;8742;292232;nov-21;;0;132;68;225;286;536;310;151;584;1359;865;318;338;1144;440;6756;140;6896;nov-21;;1380;2610;3;426;35;88;63;795;5;11;28;155;519;68;25;13;143;4;80;168;4;75;6;51;1;6756;140;6896;nov-21;;69;1146;1679;543;0;658;128;14;652;5;0;0;676;423;41;504;13;4;1;18;0;0;173;5;0;0;0;0;0;0;4;0;6756;140;6896;nov-21;;225;67;1369;36;139;550;655;602;203;46;38;45;82;425;963;55;170;49;79;2;956;6756;140;6896
dic-21;6177;131;6308;8541;289999;dic-21;;0;90;82;200;264;477;331;137;499;1238;833;264;324;1060;378;6177;131;6308;dic-21;;1333;2201;2;377;36;93;77;823;4;7;22;121;433;144;22;17;151;6;55;141;3;78;13;18;0;6177;131;6308;dic-21;;73;1003;1467;511;0;602;110;15;610;6;0;0;682;364;28;530;18;2;9;6;0;0;130;6;0;0;0;0;0;0;5;0;6177;131;6308;dic-21;;209;85;1244;23;137;452;646;594;164;62;32;49;90;376;887;52;168;42;89;6;770;6177;131;6308
ene-22;177;2;179;502;289676;ene-22;;0;3;1;4;3;20;6;8;10;72;13;4;9;16;8;177;2;179;ene-22;;4;83;0;0;0;0;44;1;0;0;1;11;10;0;0;0;14;6;0;0;0;3;0;0;0;177;2;179;ene-22;;2;24;50;13;0;9;0;0;45;0;0;0;12;12;1;6;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;177;2;179;ene-22;;5;39;28;0;5;13;18;11;1;1;2;1;3;8;15;0;3;1;2;0;21;177;2;179
feb-22;7264;138;7402;5971;291107;feb-22;;0;106;89;217;270;532;340;164;612;1483;901;421;366;1293;470;7264;138;7402;feb-22;;1458;2882;0;529;20;91;53;829;0;3;33;155;627;36;19;4;187;2;50;185;10;72;2;17;0;7264;138;7402;feb-22;;80;1272;1948;559;0;681;129;19;684;6;0;0;715;384;34;592;9;5;7;14;0;0;117;3;0;0;0;0;0;0;6;0;7264;138;7402;feb-22;;212;67;1485;32;173;597;741;703;187;63;47;46;96;438;1106;68;179;52;102;3;867;7264;138;7402
mar-22;7881;162;8043;8009;291141;mar-22;;0;140;105;262;327;596;365;195;628;1644;1019;338;377;1384;501;7881;162;8043;mar-22;;1481;2822;2;799;32;124;119;862;0;7;41;145;747;70;20;17;213;4;76;192;11;60;13;24;0;7881;162;8043;mar-22;;87;1348;2015;718;0;746;102;10;808;0;0;0;716;464;47;647;12;8;10;18;0;0;115;6;0;0;0;0;0;0;4;0;7881;162;8043;mar-22;;230;151;1551;25;170;612;828;754;191;78;50;49;109;509;1179;61;201;54;119;7;953;7881;162;8043
abr-22;7004;136;7140;8375;289906;abr-22;;0;104;109;193;309;523;339;157;560;1480;894;332;369;1228;407;7004;136;7140;abr-22;;1165;2724;1;598;35;94;97;853;0;2;21;181;669;69;15;9;125;1;38;213;6;58;7;23;0;7004;136;7140;abr-22;;72;1196;1826;640;0;726;55;11;608;8;0;0;721;376;37;567;15;5;9;11;0;0;108;10;1;0;0;0;0;0;2;0;7004;136;7140;abr-22;;223;70;1428;25;162;576;792;695;170;64;43;43;92;453;1078;54;176;43;108;6;703;7004;136;7140
may-22;7615;137;7752;10010;287648;may-22;;0;115;108;222;327;547;304;202;613;1601;978;358;452;1300;488;7615;137;7752;may-22;;1362;2916;2;738;38;109;128;897;3;10;37;176;628;71;16;11;155;1;43;151;6;70;8;39;0;7615;137;7752;may-22;;76;1203;1970;684;0;816;59;12;722;9;0;0;746;467;33;637;16;8;8;4;0;0;132;9;0;0;0;0;0;0;4;0;7615;137;7752;may-22;;209;112;1619;31;189;616;713;703;205;79;49;46;102;548;1176;62;227;53;130;5;741;7615;137;7752
jun-22;7190;130;7320;11627;283341;jun-22;;0;141;92;248;273;554;309;153;615;1431;977;325;388;1250;434;7190;130;7320;jun-22;;1107;2878;1;711;43;135;51;921;0;7;28;175;565;64;21;12;140;3;44;179;9;57;13;26;0;7190;130;7320;jun-22;;68;1208;1906;596;0;725;80;10;647;6;0;0;677;421;33;650;13;2;4;10;0;0;123;8;0;0;0;0;0;0;3;0;7190;130;7320;jun-22;;239;63;1510;30;170;546;782;748;167;61;43;55;105;484;1101;57;203;51;117;5;653;7190;130;7320
jul-22;4797;78;4875;5980;282236;jul-22;;0;90;82;158;182;365;238;133;413;966;610;237;216;782;325;4797;78;4875;jul-22;;716;2064;1;543;16;71;37;464;0;6;18;107;362;44;7;8;72;2;10;160;4;39;7;39;0;4797;78;4875;jul-22;;52;862;1176;404;0;476;40;11;424;7;0;0;465;306;24;403;11;4;1;7;0;0;119;3;0;0;0;0;0;0;2;0;4797;78;4875;jul-22;;143;39;1083;18;99;409;513;521;91;40;19;39;67;306;693;33;112;44;95;2;431;4797;78;4875
ago-22;10489;161;10650;9013;283873;ago-22;;0;194;127;293;426;776;489;249;858;2285;1299;574;573;1795;551;10489;161;10650;ago-22;;1971;4632;0;684;38;127;42;1188;3;7;16;193;846;49;19;12;206;2;43;256;6;100;6;43;0;10489;161;10650;ago-22;;114;1608;2825;931;0;1091;72;14;1026;14;0;0;998;600;46;934;25;7;9;17;0;0;143;9;0;0;0;0;0;0;6;0;10489;161;10650;ago-22;;284;95;2266;44;290;840;1082;1081;266;101;55;75;158;765;1583;95;302;119;165;7;816;10489;161;10650
sep-22;11904;238;12142;9377;286638;sep-22;;0;188;177;348;430;907;546;272;968;2497;1580;606;582;2251;552;11904;238;12142;sep-22;;3468;4115;5;1059;22;146;63;1120;4;4;32;228;992;78;31;4;162;6;34;186;11;87;27;20;0;11904;238;12142;sep-22;;126;1881;3262;1030;0;1153;87;30;1049;10;0;0;1167;730;53;1082;16;7;5;17;0;0;181;14;0;0;0;0;0;0;4;0;11904;238;12142;sep-22;;329;76;2514;41;310;993;1241;1179;328;115;60;110;174;935;1923;106;380;97;236;7;750;11904;238;12142
oct-22;9718;175;9893;7964;288567;oct-22;;0;147;130;273;350;704;492;233;742;2033;1285;576;521;1703;529;9718;175;9893;oct-22;;2350;3628;0;1072;30;98;52;860;3;4;32;163;861;65;16;5;130;5;33;194;9;66;5;37;0;9718;175;9893;oct-22;;102;1492;2587;767;0;946;56;18;974;9;0;0;942;598;39;881;16;8;11;14;0;0;253;4;0;0;0;0;0;0;1;0;9718;175;9893;oct-22;;236;69;2098;40;275;837;1053;1008;244;90;69;78;154;719;1509;77;285;76;188;5;608;9718;175;9893
nov-22;10195;200;10395;9939;289023;nov-22;;0;158;134;300;379;720;500;240;829;2138;1284;551;582;1827;553;10195;200;10395;nov-22;;2254;3987;2;1161;32;125;57;883;0;2;36;141;936;60;16;10;145;4;29;212;8;56;17;22;0;10195;200;10395;nov-22;;105;1576;2729;806;0;1077;88;22;894;8;0;0;957;576;37;976;9;11;4;19;0;0;289;9;0;0;0;0;0;0;3;0;10195;200;10395;nov-22;;268;83;2289;51;295;803;1053;1055;279;93;63;87;147;727;1581;100;312;95;187;6;621;10195;200;10395
dic-22;8606;145;8751;10064;287710;dic-22;;0;118;107;185;320;677;444;212;667;1880;1141;477;437;1472;469;8606;145;8751;dic-22;;2012;3500;0;732;20;94;56;619;2;2;22;132;878;71;19;7;145;6;31;146;6;64;10;32;0;8606;145;8751;dic-22;;75;1288;2114;698;0;826;99;21;745;10;0;0;801;518;24;819;22;6;9;15;0;0;503;11;0;0;0;0;0;0;2;0;8606;145;8751;dic-22;;194;62;1986;47;254;751;927;931;219;75;45;75;138;596;1240;57;274;77;161;2;495;8606;145;8751
ene-23;410;5;415;846;287279;ene-23;;0;4;4;9;26;42;43;16;44;98;26;18;1;57;22;410;5;415;ene-23;;82;261;0;8;0;7;8;10;0;0;0;10;14;0;1;1;5;2;1;0;0;0;0;0;0;410;5;415;ene-23;;2;12;9;5;0;15;2;0;7;0;0;0;7;23;0;15;1;1;0;0;0;0;311;0;0;0;0;0;0;0;0;0;410;5;415;ene-23;;9;2;138;2;1;44;56;15;39;4;2;2;8;8;16;1;23;2;7;1;30;410;5;415
feb-23;11471;218;11689;6933;292035;feb-23;;0;156;134;284;416;818;599;280;926;2407;1632;617;684;1980;538;11471;218;11689;feb-23;;2722;4959;0;846;23;83;47;644;1;4;44;193;1224;38;34;10;143;4;19;318;9;63;12;31;0;11471;218;11689;feb-23;;103;1767;3180;878;0;1170;95;17;1026;15;0;0;1093;585;26;1146;15;7;7;21;0;0;291;20;0;0;0;0;0;0;9;0;11471;218;11689;feb-23;;230;98;2579;53;328;930;1234;1271;369;137;72;66;179;925;1657;119;375;96;216;8;529;11471;218;11689
mar-23;14038;249;14287;9810;296512;mar-23;;0;179;172;368;491;1003;653;368;1148;2930;2055;704;787;2617;563;14038;249;14287;mar-23;;3754;5172;0;1219;43;134;117;974;0;4;31;367;1334;82;37;17;303;6;52;215;12;101;31;33;0;14038;249;14287;mar-23;;138;2165;3797;1180;0;1386;75;36;1224;18;0;0;1361;780;47;1391;18;16;9;22;0;0;347;16;0;0;0;0;0;0;12;0;14038;249;14287;mar-23;;316;131;3204;52;364;1186;1523;1582;375;129;79;141;191;1083;2173;124;435;134;244;11;561;14038;249;14287
abr-23;11180;219;11399;8897;299014;abr-23;;0;188;107;290;426;799;518;282;906;2317;1536;653;663;2075;420;11180;219;11399;abr-23;;2998;3908;0;980;63;137;60;827;2;6;20;266;1153;41;66;17;233;2;44;203;13;103;12;26;0;11180;219;11399;abr-23;;101;1824;3005;904;0;1034;56;32;1062;10;0;0;1042;599;36;1067;30;31;7;20;0;0;300;13;0;0;0;0;0;0;7;0;11180;219;11399;abr-23;;296;93;2533;41;272;938;1152;1290;334;125;70;83;169;833;1757;98;353;93;206;7;437;11180;219;11399
may-23;11280;194;11474;10283;300205;may-23;;0;176;119;297;402;802;547;241;904;2394;1593;618;663;2040;484;11280;194;11474;may-23;;2333;4667;2;989;38;129;80;860;2;2;27;228;1111;83;61;7;222;3;62;216;4;100;12;42;0;11280;194;11474;may-23;;132;1762;3038;816;0;1113;86;22;1053;14;0;0;1062;600;41;1148;26;27;10;20;0;0;285;16;0;0;0;0;0;0;9;0;11280;194;11474;may-23;;262;110;2527;48;303;959;1185;1328;328;102;76;77;189;803;1765;135;337;91;229;5;421;11280;194;11474
jun-23;10328;171;10499;10730;299974;jun-23;;0;145;127;292;401;760;501;249;880;2119;1457;565;639;1793;400;10328;171;10499;jun-23;;1843;4547;2;832;54;199;68;712;2;5;30;217;1097;49;61;15;198;10;44;173;10;92;12;56;0;10328;171;10499;jun-23;;122;1731;2743;777;0;1018;85;28;934;15;0;0;930;545;47;1021;15;26;6;21;0;0;242;14;0;0;0;0;0;0;8;0;10328;171;10499;jun-23;;269;82;2427;54;305;861;1159;1131;258;99;69;86;155;750;1553;111;313;90;185;6;365;10328;171;10499
jul-23;5942;97;6039;6395;299618;jul-23;;0;72;62;171;228;432;282;146;486;1243;878;319;348;1041;234;5942;97;6039;jul-23;;1061;2485;0;552;24;94;41;491;1;3;13;159;563;48;31;8;144;3;29;112;5;59;2;14;0;5942;97;6039;jul-23;;52;956;1563;429;0;597;66;6;543;13;0;0;533;334;20;620;13;13;9;10;0;0;158;1;0;0;0;0;0;0;6;0;5942;97;6039;jul-23;;195;46;1387;19;154;521;643;670;185;50;46;37;79;394;938;63;169;58;103;4;181;5942;97;6039
ago-23;12023;208;12231;10939;300910;ago-23;;0;144;145;297;448;872;570;275;988;2558;1670;677;736;2157;486;12023;208;12231;ago-23;;2067;5218;2;827;30;189;82;915;1;7;49;260;1499;57;90;14;249;7;54;260;11;84;17;34;0;12023;208;12231;ago-23;;111;1997;3282;937;0;1036;88;24;1083;16;0;0;1092;615;49;1276;19;42;9;22;0;0;304;14;0;0;0;0;0;0;7;0;12023;208;12231;ago-23;;318;105;2721;64;333;979;1304;1378;371;108;73;91;177;889;1884;116;349;122;203;7;431;12023;208;12231
sep-23;10523;182;10705;10802;300813;sep-23;;0;140;105;273;396;792;504;299;830;2223;1512;586;608;1833;422;10523;182;10705;sep-23;;1702;4458;0;752;30;196;84;785;3;5;44;236;1380;71;69;15;222;8;46;264;12;88;14;38;1;10523;182;10705;sep-23;;79;1763;2831;897;0;895;68;34;889;16;0;0;985;540;49;1133;19;28;6;23;0;0;239;15;1;0;0;0;0;0;13;0;10523;182;10705;sep-23;;278;78;2452;46;275;890;1159;1237;286;113;65;77;154;749;1616;100;326;109;212;8;293;10523;182;10705
oct-23;9857;193;10050;10855;300008;oct-23;;0;126;99;253;355;726;477;228;822;2052;1377;561;616;1769;396;9857;193;10050;oct-23;;1848;3914;1;690;28;191;96;762;2;6;41;271;1285;58;63;14;202;8;49;228;9;56;17;18;0;9857;193;10050;oct-23;;61;1641;2717;778;0;832;54;20;860;8;0;0;943;510;40;1075;14;29;9;24;0;0;218;12;1;0;0;0;0;0;11;0;9857;193;10050;oct-23;;281;96;2261;58;253;777;1088;1135;301;98;60;65;143;700;1580;104;297;99;169;6;286;9857;193;10050
nov-23;9686;162;9848;11194;298662;nov-23;;0;139;109;265;342;703;428;244;844;1979;1429;517;588;1676;423;9686;162;9848;nov-23;;1749;3726;2;775;48;187;114;715;3;5;45;327;1221;49;52;29;265;3;46;174;8;77;11;55;0;9686;162;9848;nov-23;;80;1695;2478;756;0;823;69;20;938;12;0;0;943;520;54;967;24;21;9;24;0;0;231;10;2;0;0;0;0;0;10;0;9686;162;9848;nov-23;;274;77;2302;52;230;821;1068;1120;237;70;70;52;154;703;1519;103;309;91;178;4;252;9686;162;9848
dic-23;9140;149;9289;10534;297417;dic-23;;0;113;113;215;314;631;432;265;786;1929;1277;526;591;1569;379;9140;149;9289;dic-23;;1859;3776;1;689;26;131;78;642;0;8;35;235;1099;31;44;11;201;6;51;110;7;53;17;30;0;9140;149;9289;dic-23;;75;1522;2358;684;0;677;47;22;922;14;0;0;903;539;49;1034;15;26;4;27;0;0;206;6;3;1;0;0;0;0;6;0;9140;149;9289;dic-23;;235;76;2235;38;221;802;958;1022;289;93;60;71;116;630;1421;97;276;76;195;8;221;9140;149;9289
ene-24;153;5;158;809;296766;ene-24;;0;5;0;6;4;6;11;3;10;32;18;9;5;36;8;153;5;158;ene-24;;6;32;1;9;0;0;0;7;0;2;2;39;16;6;1;1;19;0;1;0;0;3;0;8;0;153;5;158;ene-24;;1;29;19;9;0;35;1;0;18;0;0;0;14;17;2;4;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;153;5;158;ene-24;;5;8;34;0;1;16;13;14;3;0;0;0;3;7;39;2;4;0;1;0;3;153;5;158
feb-24;12884;205;13089;9525;300330;feb-24;;0;162;120;311;452;891;572;347;1119;2819;1822;679;811;2254;525;12884;205;13089;feb-24;;2568;5191;1;1038;21;169;62;1019;1;3;81;218;1639;46;51;15;267;7;37;340;10;68;15;17;0;12884;205;13089;feb-24;;93;2106;3468;1027;0;961;53;34;1272;12;0;0;1239;747;52;1398;26;20;8;22;0;0;327;0;2;5;0;0;0;0;12;0;12884;205;13089;feb-24;;308;127;2925;62;337;1135;1395;1471;433;157;91;84;208;910;2033;152;418;122;238;10;268;12884;205;13089
mar-24;11620;198;11818;11157;300991;mar-24;;0;145;127;283;433;840;544;256;1004;2509;1725;674;701;1972;407;11620;198;11818;mar-24;;2183;4431;1;942;22;188;121;956;2;4;68;312;1564;55;48;14;263;9;23;253;11;76;29;45;0;11620;198;11818;mar-24;;30;1949;3071;1005;0;845;45;21;1138;20;0;0;1103;739;52;1291;18;16;11;17;0;0;223;0;2;5;0;0;0;0;19;0;11620;198;11818;mar-24;;324;98;2738;61;277;960;1281;1397;342;121;72;76;170;815;1859;119;333;117;221;9;230;11620;198;11818
